kommune_id,kommune_dagi_id,kommune_navn,listebogstav,partier,bogstav,procent_21,stemmer_21
751,389194,Aarhus,A,Socialdemokratiet,S,28.739156873853318,55295
751,389194,Aarhus,C,Konservative,K,14.592807804452113,28077
751,389194,Aarhus,F,SF,SF,13.741469727603,26439
751,389194,Aarhus,V,Venstre,V,11.868318061568687,22835
751,389194,Aarhus,Ø,Enhedslisten,EL,9.897974563806178,19044
751,389194,Aarhus,B,Radikale,R,9.231145044515939,17761
751,389194,Aarhus,D,Nye Borgerlige,D,3.2088896742774278,6174
751,389194,Aarhus,O,Dansk Folkeparti,DF,2.729687167040015,5252
751,389194,Aarhus,I,Liberal Alliance,LA,1.8170194851431631,3496
751,389194,Aarhus,Å,Alternativet,ALT,1.311310114707151,2523
751,389194,Aarhus,K,Kristendemokraterne,KD,0.8076797139337745,1554
751,389194,Aarhus,H,Trivsel og Reel Borgerinddragelse,H,0.6886587007479094,1325
751,389194,Aarhus,G,Veganerpartiet,G,0.5166239611648467,994
751,389194,Aarhus,J,De Grønne,J,0.3383523125938785,651
751,389194,Aarhus,Y,Frihedslisten,Y,0.15904117919159264,306
751,389194,Aarhus,U,Bedre Aarhus,U,0.15592272469763985,300
751,389194,Aarhus,R,Kommunisterne,R,0.1107051345353243,213
751,389194,Aarhus,Æ,Egalitært Folkeparti,Æ,0.04677681740929196,90
751,389194,Aarhus,Q,Frie Grønne,FG,0.03846093875875116,74
360,389150,Lolland,A,Socialdemokratiet,S,41.719500480307396,8686
360,389150,Lolland,V,Venstre,V,18.784822286263207,3911
360,389150,Lolland,H,Din Stemme,H,7.3198847262247835,1524
360,389150,Lolland,L,Lokallisten Lolland,L,5.1825168107588855,1079
360,389150,Lolland,O,Dansk Folkeparti,DF,5.177713736791547,1078
360,389150,Lolland,C,Konservative,K,4.639769452449568,966
360,389150,Lolland,F,SF,SF,4.034582132564841,840
360,389150,Lolland,Ø,Enhedslisten,EL,3.9433237271853985,821
360,389150,Lolland,N,Nakskov listen,N,3.554274735830932,740
360,389150,Lolland,D,Nye Borgerlige,D,3.227665706051873,672
360,389150,Lolland,J,Vestfronten,J,1.7098943323727185,356
360,389150,Lolland,B,Radikale,R,0.7060518731988472,147
185,389119,Tårnby,A,Socialdemokratiet,S,39.674336973478944,8138
185,389119,Tårnby,V,Venstre,V,14.108814352574104,2894
185,389119,Tårnby,C,Konservative,K,9.467628705148206,1942
185,389119,Tårnby,Ø,Enhedslisten,EL,8.731474258970358,1791
185,389119,Tårnby,O,Dansk Folkeparti,DF,7.361544461778472,1510
185,389119,Tårnby,T,Tårnby Listen,T,6.289001560062403,1290
185,389119,Tårnby,F,SF,SF,5.15308112324493,1057
185,389119,Tårnby,D,Nye Borgerlige,D,4.597308892355694,943
185,389119,Tårnby,B,Radikale,R,3.783151326053042,776
185,389119,Tårnby,I,Liberal Alliance,LA,0.8336583463338534,171
550,389168,Tønder,T,Tønder Listen,T,29.014984033407025,5906
550,389168,Tønder,V,Venstre,V,17.057234094816998,3472
550,389168,Tønder,A,Socialdemokratiet,S,14.787521493490544,3010
550,389168,Tønder,S,Slesvigsk Parti,SP,13.294030950626382,2706
550,389168,Tønder,L,Borgerlisten,L,7.413411938098748,1509
550,389168,Tønder,C,Konservative,K,5.4777695897813805,1115
550,389168,Tønder,F,SF,SF,3.954802259887006,805
550,389168,Tønder,D,Nye Borgerlige,D,3.6698599852616067,747
550,389168,Tønder,O,Dansk Folkeparti,DF,2.815033161385409,573
550,389168,Tønder,Ø,Enhedslisten,EL,1.3854089904200442,282
550,389168,Tønder,I,Liberal Alliance,LA,0.7467452714320806,152
550,389168,Tønder,Å,Alternativet,ALT,0.3831982313927782,78
671,389185,Struer,V,Venstre,V,40.426595567405435,4852
671,389185,Struer,A,Socialdemokratiet,S,31.56140643226129,3788
671,389185,Struer,C,Konservative,K,8.765205799033495,1052
671,389185,Struer,F,SF,SF,5.524079320113314,663
671,389185,Struer,B,Radikale,R,4.932511248125312,592
671,389185,Struer,D,Nye Borgerlige,D,3.6827195467422094,442
671,389185,Struer,O,Dansk Folkeparti,DF,2.4995834027662056,300
671,389185,Struer,I,Liberal Alliance,LA,1.6663889351774703,200
671,389185,Struer,J,Fiskerlussing,J,0.5999000166638894,72
671,389185,Struer,Æ,Frihedslisten,Æ,0.3416097317113814,41
350,389146,Lejre,V,Venstre,V,28.16187828236021,4558
350,389146,Lejre,A,Socialdemokratiet,S,21.556997219647823,3489
350,389146,Lejre,F,SF,SF,15.162187210379981,2454
350,389146,Lejre,C,Konservative,K,13.605189990732159,2202
350,389146,Lejre,Ø,Enhedslisten,EL,6.938523324065493,1123
350,389146,Lejre,B,Radikale,R,3.8863144887241274,629
350,389146,Lejre,O,Dansk Folkeparti,DF,3.4908866234167437,565
350,389146,Lejre,D,Nye Borgerlige,D,3.2313870868087733,523
350,389146,Lejre,L,Lokallisten Levende Landsbyer,L,2.378745752239728,385
350,389146,Lejre,I,Liberal Alliance,LA,1.5878900216249614,257
183,389118,Ishøj,A,Socialdemokratiet,S,37.76444263628967,3713
183,389118,Ishøj,L,Ishøjlisten,L,16.354759967453212,1608
183,389118,Ishøj,V,Venstre,V,10.73026851098454,1055
183,389118,Ishøj,F,SF,SF,7.373881204231083,725
183,389118,Ishøj,M,Annelise Madsen,M,6.417819365337672,631
183,389118,Ishøj,C,Konservative,K,6.275427176566314,617
183,389118,Ishøj,O,Dansk Folkeparti,DF,4.02766476810415,396
183,389118,Ishøj,Ø,Enhedslisten,EL,3.8140764849471114,375
183,389118,Ishøj,B,Radikale,R,3.6208299430431246,356
183,389118,Ishøj,D,Nye Borgerlige,D,3.3258746948738818,327
183,389118,Ishøj,Æ,Frihedslisten,Æ,0.2949552481692433,29
440,389159,Kerteminde,A,Socialdemokratiet,S,36.566035016932055,5075
440,389159,Kerteminde,C,Konservative,K,33.25888032278982,4616
440,389159,Kerteminde,V,Venstre,V,6.996181281072124,971
440,389159,Kerteminde,F,SF,SF,5.497514230131854,763
440,389159,Kerteminde,O,Dansk Folkeparti,DF,4.60407810360977,639
440,389159,Kerteminde,Ø,Enhedslisten,EL,4.287052381295482,595
440,389159,Kerteminde,D,Nye Borgerlige,D,4.272642121190287,593
440,389159,Kerteminde,B,Radikale,R,2.7523596800922254,382
440,389159,Kerteminde,L,Frie Lokale,L,1.0519489876792276,146
440,389159,Kerteminde,K,Kristendemokraterne,KD,0.7133078752071474,99
163,389111,Herlev,A,Socialdemokratiet,S,45.85467926978858,6355
163,389111,Herlev,C,Konservative,K,19.157226351107585,2655
163,389111,Herlev,Ø,Enhedslisten,EL,10.152247636914641,1407
163,389111,Herlev,F,SF,SF,10.072876830940183,1396
163,389111,Herlev,B,Radikale,R,3.8675229093008157,536
163,389111,Herlev,V,Venstre,V,3.0449527382928063,422
163,389111,Herlev,O,Dansk Folkeparti,DF,2.972797460134209,412
163,389111,Herlev,D,Nye Borgerlige,D,2.518219207735046,349
163,389111,Herlev,I,Liberal Alliance,LA,0.9668807273252039,134
163,389111,Herlev,H,Herlev Listen,H,0.7864925319287106,109
163,389111,Herlev,K,Kristendemokraterne,KD,0.6061043365322173,84
165,389112,Albertslund,A,Socialdemokratiet,S,34.07127429805615,4417
165,389112,Albertslund,F,SF,SF,18.24282628818266,2365
165,389112,Albertslund,C,Konservative,K,13.452638074668313,1744
165,389112,Albertslund,Ø,Enhedslisten,EL,11.045973464979944,1432
165,389112,Albertslund,B,Radikale,R,7.806232644245603,1012
165,389112,Albertslund,O,Dansk Folkeparti,DF,5.245294662141315,680
165,389112,Albertslund,V,Venstre,V,4.404504782474545,571
165,389112,Albertslund,D,Nye Borgerlige,D,2.8617710583153344,371
165,389112,Albertslund,Å,Alternativet,ALT,1.6738660907127432,217
165,389112,Albertslund,I,Liberal Alliance,LA,0.8870718913915459,115
165,389112,Albertslund,G,Veganerpartiet,G,0.308546744831842,40
153,389106,Brøndby,A,Socialdemokratiet,S,53.49528021651594,8104
153,389106,Brøndby,Ø,Enhedslisten,EL,7.822298501551257,1185
